date,currency,field,value
2013-04-30,KRW Curncy,KOBPTB Index,5314.8
2013-05-31,KRW Curncy,KOBPTB Index,9172.1
2013-06-30,KRW Curncy,KOBPTB Index,5502.5
2013-07-31,KRW Curncy,KOBPTB Index,7232.6
2013-08-31,KRW Curncy,KOBPTB Index,7012.2
2013-09-30,KRW Curncy,KOBPTB Index,8338.5
2013-10-31,KRW Curncy,KOBPTB Index,9536.0
2013-11-30,KRW Curncy,KOBPTB Index,7817.1
2013-12-31,KRW Curncy,KOBPTB Index,6590.5
2014-01-31,KRW Curncy,KOBPTB Index,3674.4
2014-02-28,KRW Curncy,KOBPTB Index,5930.7
2014-03-31,KRW Curncy,KOBPTB Index,7450.3
2014-04-30,KRW Curncy,KOBPTB Index,9833.7
2014-05-31,KRW Curncy,KOBPTB Index,8560.9
2014-06-30,KRW Curncy,KOBPTB Index,6088.3
2014-07-31,KRW Curncy,KOBPTB Index,5421.5
2014-08-31,KRW Curncy,KOBPTB Index,6749.3
2014-09-30,KRW Curncy,KOBPTB Index,8012.6
2014-10-31,KRW Curncy,KOBPTB Index,7730.6
2014-11-30,KRW Curncy,KOBPTB Index,9364.2
2014-12-31,KRW Curncy,KOBPTB Index,7328.5
2015-01-31,KRW Curncy,KOBPTB Index,6718.7
2015-02-28,KRW Curncy,KOBPTB Index,6870.5
2015-03-31,KRW Curncy,KOBPTB Index,10495.9
2015-04-30,KRW Curncy,KOBPTB Index,11734.5
2015-05-31,KRW Curncy,KOBPTB Index,8584.8
2015-06-30,KRW Curncy,KOBPTB Index,12773.4
2015-07-31,KRW Curncy,KOBPTB Index,10181.4
2015-08-31,KRW Curncy,KOBPTB Index,8652.3
2015-09-30,KRW Curncy,KOBPTB Index,12026.3
2015-10-31,KRW Curncy,KOBPTB Index,10843.3
2015-11-30,KRW Curncy,KOBPTB Index,10448.6
2015-12-31,KRW Curncy,KOBPTB Index,10945.3
2016-01-31,KRW Curncy,KOBPTB Index,8255.0
2016-02-29,KRW Curncy,KOBPTB Index,8143.3
2016-03-31,KRW Curncy,KOBPTB Index,13316.3
2016-04-30,KRW Curncy,KOBPTB Index,9893.3
2016-05-31,KRW Curncy,KOBPTB Index,10237.7
2016-06-30,KRW Curncy,KOBPTB Index,12413.1
2016-07-31,KRW Curncy,KOBPTB Index,10486.8
2016-08-31,KRW Curncy,KOBPTB Index,6791.0
2016-09-30,KRW Curncy,KOBPTB Index,9894.6
2016-10-31,KRW Curncy,KOBPTB Index,8874.9
2016-11-30,KRW Curncy,KOBPTB Index,9453.1
2016-12-31,KRW Curncy,KOBPTB Index,8702.6
2017-01-31,KRW Curncy,KOBPTB Index,6687.5
2017-02-28,KRW Curncy,KOBPTB Index,9432.3
2017-03-31,KRW Curncy,KOBPTB Index,8579.6
2017-04-30,KRW Curncy,KOBPTB Index,10925.8
2017-05-31,KRW Curncy,KOBPTB Index,7675.6
2017-06-30,KRW Curncy,KOBPTB Index,8702.4
2017-07-31,KRW Curncy,KOBPTB Index,9920.7
2017-08-31,KRW Curncy,KOBPTB Index,8647.3
2017-09-30,KRW Curncy,KOBPTB Index,14522.7
2017-10-31,KRW Curncy,KOBPTB Index,9417.9
2017-11-30,KRW Curncy,KOBPTB Index,11165.6
2017-12-31,KRW Curncy,KOBPTB Index,7915.5
2018-01-31,KRW Curncy,KOBPTB Index,7338.0
2018-02-28,KRW Curncy,KOBPTB Index,4793.3
2018-03-31,KRW Curncy,KOBPTB Index,9216.5
2018-04-30,KRW Curncy,KOBPTB Index,9402.2
2018-05-31,KRW Curncy,KOBPTB Index,10550.2
2018-06-30,KRW Curncy,KOBPTB Index,9413.5
2018-07-31,KRW Curncy,KOBPTB Index,10685.3
2018-08-31,KRW Curncy,KOBPTB Index,10927.6
2018-09-30,KRW Curncy,KOBPTB Index,13105.2
2018-10-31,KRW Curncy,KOBPTB Index,10522.2
2018-11-30,KRW Curncy,KOBPTB Index,7504.9
2018-12-31,KRW Curncy,KOBPTB Index,6627.9
2019-01-31,KRW Curncy,KOBPTB Index,5880.0
2019-02-28,KRW Curncy,KOBPTB Index,5418.5
2019-03-31,KRW Curncy,KOBPTB Index,8429.1
2019-04-30,KRW Curncy,KOBPTB Index,5545.8
2019-05-31,KRW Curncy,KOBPTB Index,5717.8
2019-06-30,KRW Curncy,KOBPTB Index,6361.5
2019-07-31,KRW Curncy,KOBPTB Index,6814.9
2019-08-31,KRW Curncy,KOBPTB Index,4819.3
2019-09-30,KRW Curncy,KOBPTB Index,8937.8
2019-10-31,KRW Curncy,KOBPTB Index,8541.7
2019-11-30,KRW Curncy,KOBPTB Index,7748.2
2019-12-31,KRW Curncy,KOBPTB Index,5597.5
2020-01-31,KRW Curncy,KOBPTB Index,1882.9
2020-02-29,KRW Curncy,KOBPTB Index,6586.7
2020-03-31,KRW Curncy,KOBPTB Index,6966.4
2020-04-30,KRW Curncy,KOBPTB Index,488.2
2020-05-31,KRW Curncy,KOBPTB Index,2191.1
2020-06-30,KRW Curncy,KOBPTB Index,5760.3
2020-07-31,KRW Curncy,KOBPTB Index,6907.5
2020-08-31,KRW Curncy,KOBPTB Index,6998.0
2020-09-30,KRW Curncy,KOBPTB Index,12016.6
2020-10-31,KRW Curncy,KOBPTB Index,10234.3
2020-11-30,KRW Curncy,KOBPTB Index,9969.8
2020-12-31,KRW Curncy,KOBPTB Index,10603.0
2021-01-31,KRW Curncy,KOBPTB Index,5576.8
2021-02-28,KRW Curncy,KOBPTB Index,5859.4
2021-03-31,KRW Curncy,KOBPTB Index,7846.3
2021-04-30,KRW Curncy,KOBPTB Index,4947.1
2021-05-31,KRW Curncy,KOBPTB Index,6648.7
2021-06-30,KRW Curncy,KOBPTB Index,7553.5
2021-07-31,KRW Curncy,KOBPTB Index,5546.3
2021-08-31,KRW Curncy,KOBPTB Index,6026.9
2021-09-30,KRW Curncy,KOBPTB Index,9550.6
2021-10-31,KRW Curncy,KOBPTB Index,6101.6
2021-11-30,KRW Curncy,KOBPTB Index,6068.3
2021-12-31,KRW Curncy,KOBPTB Index,4481.7
2022-01-31,KRW Curncy,KOBPTB Index,820.1
2022-02-28,KRW Curncy,KOBPTB Index,4273.3
2022-03-31,KRW Curncy,KOBPTB Index,5637.5
2022-04-30,KRW Curncy,KOBPTB Index,2947.7
2022-05-31,KRW Curncy,KOBPTB Index,2741.8
2003-11-30,KRW Curncy,KOTBBAL Index,307.0
2003-12-31,KRW Curncy,KOTBBAL Index,1052.0
2004-01-31,KRW Curncy,KOTBBAL Index,2021.0
2004-02-29,KRW Curncy,KOTBBAL Index,261.0
2004-03-31,KRW Curncy,KOTBBAL Index,352.0
2004-04-30,KRW Curncy,KOTBBAL Index,-42.0
2004-05-31,KRW Curncy,KOTBBAL Index,128.0
2004-06-30,KRW Curncy,KOTBBAL Index,257.0
2004-07-31,KRW Curncy,KOTBBAL Index,-449.0
2004-08-31,KRW Curncy,KOTBBAL Index,-915.0
2004-09-30,KRW Curncy,KOTBBAL Index,73.0
2004-10-31,KRW Curncy,KOTBBAL Index,-918.0
2004-11-30,KRW Curncy,KOTBBAL Index,614.0
2004-12-31,KRW Curncy,KOTBBAL Index,697.0
2005-01-31,KRW Curncy,KOTBBAL Index,140.0
2005-02-28,KRW Curncy,KOTBBAL Index,-423.0
2005-03-31,KRW Curncy,KOTBBAL Index,-823.0
2005-04-30,KRW Curncy,KOTBBAL Index,-1333.0
2005-05-31,KRW Curncy,KOTBBAL Index,-566.0
2005-06-30,KRW Curncy,KOTBBAL Index,-870.0
2005-07-31,KRW Curncy,KOTBBAL Index,-1318.0
2005-08-31,KRW Curncy,KOTBBAL Index,-2258.0
2005-09-30,KRW Curncy,KOTBBAL Index,-323.0
2005-10-31,KRW Curncy,KOTBBAL Index,-1325.0
2005-11-30,KRW Curncy,KOTBBAL Index,-666.0
2005-12-31,KRW Curncy,KOTBBAL Index,-808.0
2006-01-31,KRW Curncy,KOTBBAL Index,-1604.0
2006-02-28,KRW Curncy,KOTBBAL Index,-1882.0
2006-03-31,KRW Curncy,KOTBBAL Index,-1675.0
2006-04-30,KRW Curncy,KOTBBAL Index,-1125.0
2006-05-31,KRW Curncy,KOTBBAL Index,-1574.0
2006-06-30,KRW Curncy,KOTBBAL Index,-1613.0
2006-07-31,KRW Curncy,KOTBBAL Index,-2057.0
2006-08-31,KRW Curncy,KOTBBAL Index,-2868.0
2006-09-30,KRW Curncy,KOTBBAL Index,-876.0
2006-10-31,KRW Curncy,KOTBBAL Index,-1004.0
2006-11-30,KRW Curncy,KOTBBAL Index,-111.0
2006-12-31,KRW Curncy,KOTBBAL Index,-854.0
2007-01-31,KRW Curncy,KOTBBAL Index,-1636.0
2007-02-28,KRW Curncy,KOTBBAL Index,-1147.0
2007-03-31,KRW Curncy,KOTBBAL Index,-1573.0
2007-04-30,KRW Curncy,KOTBBAL Index,-1608.0
2007-05-31,KRW Curncy,KOTBBAL Index,-2090.0
2007-06-30,KRW Curncy,KOTBBAL Index,-56.0
2007-07-31,KRW Curncy,KOTBBAL Index,-1022.0
2007-08-31,KRW Curncy,KOTBBAL Index,-2649.0
2007-09-30,KRW Curncy,KOTBBAL Index,518.0
2007-10-31,KRW Curncy,KOTBBAL Index,-1312.0
2007-11-30,KRW Curncy,KOTBBAL Index,-1906.0
2007-12-31,KRW Curncy,KOTBBAL Index,-1826.0
2008-01-31,KRW Curncy,KOTBBAL Index,-4232.0
2008-02-29,KRW Curncy,KOTBBAL Index,-4127.0
2008-03-31,KRW Curncy,KOTBBAL Index,-4827.0
2008-04-30,KRW Curncy,KOTBBAL Index,-4007.0
2008-05-31,KRW Curncy,KOTBBAL Index,-4625.0
2008-06-30,KRW Curncy,KOTBBAL Index,-5247.0
2008-07-31,KRW Curncy,KOTBBAL Index,-3952.0
2008-08-31,KRW Curncy,KOTBBAL Index,-6142.0
2008-09-30,KRW Curncy,KOTBBAL Index,-6266.0
2008-10-31,KRW Curncy,KOTBBAL Index,-2681.0
2008-11-30,KRW Curncy,KOTBBAL Index,-3970.0
2008-12-31,KRW Curncy,KOTBBAL Index,-3359.0
2009-01-31,KRW Curncy,KOTBBAL Index,-4664.0
2009-02-28,KRW Curncy,KOTBBAL Index,927.0
2009-03-31,KRW Curncy,KOTBBAL Index,2554.0
2009-04-30,KRW Curncy,KOTBBAL Index,2414.0
2009-05-31,KRW Curncy,KOTBBAL Index,1183.0
2009-06-30,KRW Curncy,KOTBBAL Index,1346.0
2009-07-31,KRW Curncy,KOTBBAL Index,-796.0
2009-08-31,KRW Curncy,KOTBBAL Index,-2451.0
2009-09-30,KRW Curncy,KOTBBAL Index,52.0
2009-10-31,KRW Curncy,KOTBBAL Index,-2299.0
2009-11-30,KRW Curncy,KOTBBAL Index,670.0
2009-12-31,KRW Curncy,KOTBBAL Index,-2894.0
2010-01-31,KRW Curncy,KOTBBAL Index,-3557.0
2010-02-28,KRW Curncy,KOTBBAL Index,-2706.0
2010-03-31,KRW Curncy,KOTBBAL Index,-2127.0
2010-04-30,KRW Curncy,KOTBBAL Index,-518.0
2010-05-31,KRW Curncy,KOTBBAL Index,-23.0
2010-06-30,KRW Curncy,KOTBBAL Index,1248.0
2010-07-31,KRW Curncy,KOTBBAL Index,184.0
2010-08-31,KRW Curncy,KOTBBAL Index,-3294.0
2010-09-30,KRW Curncy,KOTBBAL Index,2833.0
2010-10-31,KRW Curncy,KOTBBAL Index,-64.0
2010-11-30,KRW Curncy,KOTBBAL Index,-756.0
2010-12-31,KRW Curncy,KOTBBAL Index,-1454.0
2011-01-31,KRW Curncy,KOTBBAL Index,137.0
2011-02-28,KRW Curncy,KOTBBAL Index,-1860.0
2011-03-31,KRW Curncy,KOTBBAL Index,-2725.0
2011-04-30,KRW Curncy,KOTBBAL Index,-981.0
2011-05-31,KRW Curncy,KOTBBAL Index,-2752.0
2011-06-30,KRW Curncy,KOTBBAL Index,-2509.0
2011-07-31,KRW Curncy,KOTBBAL Index,-556.0
2011-08-31,KRW Curncy,KOTBBAL Index,-4996.0
2011-09-30,KRW Curncy,KOTBBAL Index,-4289.0
2011-10-31,KRW Curncy,KOTBBAL Index,564.0
2011-11-30,KRW Curncy,KOTBBAL Index,-750.0
2011-12-31,KRW Curncy,KOTBBAL Index,23.0
2012-01-31,KRW Curncy,KOTBBAL Index,-3016.0
2012-02-29,KRW Curncy,KOTBBAL Index,-2241.0
2012-03-31,KRW Curncy,KOTBBAL Index,-2494.0
2012-04-30,KRW Curncy,KOTBBAL Index,-1421.0
2012-05-31,KRW Curncy,KOTBBAL Index,-2278.0
2012-06-30,KRW Curncy,KOTBBAL Index,93.0
2012-07-31,KRW Curncy,KOTBBAL Index,-1269.0
2012-08-31,KRW Curncy,KOTBBAL Index,-4453.0
2012-09-30,KRW Curncy,KOTBBAL Index,-685.0
2012-10-31,KRW Curncy,KOTBBAL Index,-42.0
2012-11-30,KRW Curncy,KOTBBAL Index,236.0
2012-12-31,KRW Curncy,KOTBBAL Index,-341.0
2013-01-31,KRW Curncy,KOTBBAL Index,-1456.0
2013-02-28,KRW Curncy,KOTBBAL Index,-2705.0
2013-03-31,KRW Curncy,KOTBBAL Index,-1522.0
2013-04-30,KRW Curncy,KOTBBAL Index,-371.0
2013-05-31,KRW Curncy,KOTBBAL Index,-533.0
2013-06-30,KRW Curncy,KOTBBAL Index,-18.0
2013-07-31,KRW Curncy,KOTBBAL Index,931.0
2013-08-31,KRW Curncy,KOTBBAL Index,13.0
2013-09-30,KRW Curncy,KOTBBAL Index,-376.0
2013-10-31,KRW Curncy,KOTBBAL Index,249.0
2013-11-30,KRW Curncy,KOTBBAL Index,-876.0
2013-12-31,KRW Curncy,KOTBBAL Index,-460.0
2014-01-31,KRW Curncy,KOTBBAL Index,-1864.0
2014-02-28,KRW Curncy,KOTBBAL Index,-2331.0
2014-03-31,KRW Curncy,KOTBBAL Index,129.0
2014-04-30,KRW Curncy,KOTBBAL Index,4557.0
2014-05-31,KRW Curncy,KOTBBAL Index,128.0
2014-06-30,KRW Curncy,KOTBBAL Index,-1492.0
2014-07-31,KRW Curncy,KOTBBAL Index,-1900.0
2014-08-31,KRW Curncy,KOTBBAL Index,-1864.0
2014-09-30,KRW Curncy,KOTBBAL Index,-462.0
2014-10-31,KRW Curncy,KOTBBAL Index,2381.0
2014-11-30,KRW Curncy,KOTBBAL Index,1296.0
2014-12-31,KRW Curncy,KOTBBAL Index,1653.0
2015-01-31,KRW Curncy,KOTBBAL Index,-1259.0
2015-02-28,KRW Curncy,KOTBBAL Index,2508.0
2015-03-31,KRW Curncy,KOTBBAL Index,2686.0
2015-04-30,KRW Curncy,KOTBBAL Index,2477.0
2015-05-31,KRW Curncy,KOTBBAL Index,276.0
2015-06-30,KRW Curncy,KOTBBAL Index,4275.0
2015-07-31,KRW Curncy,KOTBBAL Index,566.0
2015-08-31,KRW Curncy,KOTBBAL Index,-388.0
2015-09-30,KRW Curncy,KOTBBAL Index,3677.0
2015-10-31,KRW Curncy,KOTBBAL Index,254.0
2015-11-30,KRW Curncy,KOTBBAL Index,2527.0
2015-12-31,KRW Curncy,KOTBBAL Index,2047.0
2016-01-31,KRW Curncy,KOTBBAL Index,1335.0
2016-02-29,KRW Curncy,KOTBBAL Index,1697.0
2016-03-31,KRW Curncy,KOTBBAL Index,3268.0
2016-04-30,KRW Curncy,KOTBBAL Index,1848.0
2016-05-31,KRW Curncy,KOTBBAL Index,2449.0
2016-06-30,KRW Curncy,KOTBBAL Index,3736.0
2016-07-31,KRW Curncy,KOTBBAL Index,1643.0
2016-08-31,KRW Curncy,KOTBBAL Index,-469.0
2016-09-30,KRW Curncy,KOTBBAL Index,1834.0
2016-10-31,KRW Curncy,KOTBBAL Index,1634.0
2016-11-30,KRW Curncy,KOTBBAL Index,2948.0
2016-12-31,KRW Curncy,KOTBBAL Index,2448.0
2017-01-31,KRW Curncy,KOTBBAL Index,1105.0
2017-02-28,KRW Curncy,KOTBBAL Index,1916.0
2017-03-31,KRW Curncy,KOTBBAL Index,361.0
2017-04-30,KRW Curncy,KOTBBAL Index,4752.0
2017-05-31,KRW Curncy,KOTBBAL Index,466.0
2017-06-30,KRW Curncy,KOTBBAL Index,5043.0
2017-07-31,KRW Curncy,KOTBBAL Index,3770.0
2017-08-31,KRW Curncy,KOTBBAL Index,-812.0
2017-09-30,KRW Curncy,KOTBBAL Index,2612.0
2017-10-31,KRW Curncy,KOTBBAL Index,2328.0
2017-11-30,KRW Curncy,KOTBBAL Index,2180.0
2017-12-31,KRW Curncy,KOTBBAL Index,1978.0
2018-01-31,KRW Curncy,KOTBBAL Index,-113.0
2018-02-28,KRW Curncy,KOTBBAL Index,-2959.0
2018-03-31,KRW Curncy,KOTBBAL Index,1073.0
2018-04-30,KRW Curncy,KOTBBAL Index,1812.0
2018-05-31,KRW Curncy,KOTBBAL Index,1416.0
2018-06-30,KRW Curncy,KOTBBAL Index,-86.0
2018-07-31,KRW Curncy,KOTBBAL Index,786.0
2018-08-31,KRW Curncy,KOTBBAL Index,1405.0
2018-09-30,KRW Curncy,KOTBBAL Index,6274.0
2018-10-31,KRW Curncy,KOTBBAL Index,1534.0
2018-11-30,KRW Curncy,KOTBBAL Index,104.0
2018-12-31,KRW Curncy,KOTBBAL Index,813.0
2019-01-31,KRW Curncy,KOTBBAL Index,-1589.0
2019-02-28,KRW Curncy,KOTBBAL Index,-967.0
2019-03-31,KRW Curncy,KOTBBAL Index,484.0
2019-04-30,KRW Curncy,KOTBBAL Index,-1036.0
2019-05-31,KRW Curncy,KOTBBAL Index,-2078.0
2019-06-30,KRW Curncy,KOTBBAL Index,-759.0
2019-07-31,KRW Curncy,KOTBBAL Index,-442.0
2019-08-31,KRW Curncy,KOTBBAL Index,-1989.0
2019-09-30,KRW Curncy,KOTBBAL Index,1626.0
2019-10-31,KRW Curncy,KOTBBAL Index,1341.0
2019-11-30,KRW Curncy,KOTBBAL Index,551.0
2019-12-31,KRW Curncy,KOTBBAL Index,300.0
2020-01-31,KRW Curncy,KOTBBAL Index,-2519.0
2020-02-29,KRW Curncy,KOTBBAL Index,579.0
2020-03-31,KRW Curncy,KOTBBAL Index,1896.0
2020-04-30,KRW Curncy,KOTBBAL Index,-3836.0
2020-05-31,KRW Curncy,KOTBBAL Index,-2708.0
2020-06-30,KRW Curncy,KOTBBAL Index,284.0
2020-07-31,KRW Curncy,KOTBBAL Index,-466.0
2020-08-31,KRW Curncy,KOTBBAL Index,-623.0
2020-09-30,KRW Curncy,KOTBBAL Index,4178.0
2020-10-31,KRW Curncy,KOTBBAL Index,330.0
2020-11-30,KRW Curncy,KOTBBAL Index,3211.0
2020-12-31,KRW Curncy,KOTBBAL Index,2903.0
2021-01-31,KRW Curncy,KOTBBAL Index,-734.0
2021-02-28,KRW Curncy,KOTBBAL Index,-1542.0
2021-03-31,KRW Curncy,KOTBBAL Index,754.0
2021-04-30,KRW Curncy,KOTBBAL Index,-2032.0
2021-05-31,KRW Curncy,KOTBBAL Index,-425.0
2021-06-30,KRW Curncy,KOTBBAL Index,236.0
2021-07-31,KRW Curncy,KOTBBAL Index,-3636.0
2021-08-31,KRW Curncy,KOTBBAL Index,-3542.0
2021-09-30,KRW Curncy,KOTBBAL Index,1131.0
2021-10-31,KRW Curncy,KOTBBAL Index,-2409.0
2021-11-30,KRW Curncy,KOTBBAL Index,66.0
2021-12-31,KRW Curncy,KOTBBAL Index,-2445.0
2022-01-31,KRW Curncy,KOTBBAL Index,-5520.0
2022-02-28,KRW Curncy,KOTBBAL Index,-1735.0
2022-03-31,KRW Curncy,KOTBBAL Index,-2054.0
2022-04-30,KRW Curncy,KOTBBAL Index,-5119.0
2022-05-31,KRW Curncy,KOTBBAL Index,-4872.0
2000-01-31,KRW Curncy,SIMCKREA Index,539.5
2000-02-29,KRW Curncy,SIMCKREA Index,565.7
2000-03-31,KRW Curncy,SIMCKREA Index,626.9
2000-04-30,KRW Curncy,SIMCKREA Index,834.4
2000-05-31,KRW Curncy,SIMCKREA Index,684.6
2000-06-30,KRW Curncy,SIMCKREA Index,643.7
2000-07-31,KRW Curncy,SIMCKREA Index,683.7
2000-08-31,KRW Curncy,SIMCKREA Index,836.0
2000-09-30,KRW Curncy,SIMCKREA Index,749.6
2000-10-31,KRW Curncy,SIMCKREA Index,700.6
2000-11-30,KRW Curncy,SIMCKREA Index,700.1
2000-12-31,KRW Curncy,SIMCKREA Index,743.9
2001-01-31,KRW Curncy,SIMCKREA Index,577.8
2001-02-28,KRW Curncy,SIMCKREA Index,650.3
2001-03-31,KRW Curncy,SIMCKREA Index,644.4
2001-04-30,KRW Curncy,SIMCKREA Index,578.2
2001-05-31,KRW Curncy,SIMCKREA Index,492.0
2001-06-30,KRW Curncy,SIMCKREA Index,504.7
2001-07-31,KRW Curncy,SIMCKREA Index,558.2
2001-08-31,KRW Curncy,SIMCKREA Index,540.9
2001-09-30,KRW Curncy,SIMCKREA Index,550.3
2001-10-31,KRW Curncy,SIMCKREA Index,571.4
2001-11-30,KRW Curncy,SIMCKREA Index,613.1
2001-12-31,KRW Curncy,SIMCKREA Index,561.2
2002-01-31,KRW Curncy,SIMCKREA Index,572.5
2002-02-28,KRW Curncy,SIMCKREA Index,538.3
2002-03-31,KRW Curncy,SIMCKREA Index,629.9
2002-04-30,KRW Curncy,SIMCKREA Index,585.6
2002-05-31,KRW Curncy,SIMCKREA Index,627.8
2002-06-30,KRW Curncy,SIMCKREA Index,689.7
2002-07-31,KRW Curncy,SIMCKREA Index,819.5
2002-08-31,KRW Curncy,SIMCKREA Index,705.5
2002-09-30,KRW Curncy,SIMCKREA Index,672.8
2002-10-31,KRW Curncy,SIMCKREA Index,636.6
2002-11-30,KRW Curncy,SIMCKREA Index,665.7
2002-12-31,KRW Curncy,SIMCKREA Index,594.4
2003-01-31,KRW Curncy,SIMCKREA Index,676.3
2003-02-28,KRW Curncy,SIMCKREA Index,540.0
2003-03-31,KRW Curncy,SIMCKREA Index,678.4
2003-04-30,KRW Curncy,SIMCKREA Index,696.8
2003-05-31,KRW Curncy,SIMCKREA Index,710.7
2003-06-30,KRW Curncy,SIMCKREA Index,639.6
2003-07-31,KRW Curncy,SIMCKREA Index,759.4
2003-08-31,KRW Curncy,SIMCKREA Index,811.3
2003-09-30,KRW Curncy,SIMCKREA Index,755.8
2003-10-31,KRW Curncy,SIMCKREA Index,798.5
2003-11-30,KRW Curncy,SIMCKREA Index,836.8
2003-12-31,KRW Curncy,SIMCKREA Index,756.9
2004-01-31,KRW Curncy,SIMCKREA Index,792.1
2004-02-29,KRW Curncy,SIMCKREA Index,795.1
2004-03-31,KRW Curncy,SIMCKREA Index,928.1
2004-04-30,KRW Curncy,SIMCKREA Index,980.3
2004-05-31,KRW Curncy,SIMCKREA Index,999.8
2004-06-30,KRW Curncy,SIMCKREA Index,929.1
2004-07-31,KRW Curncy,SIMCKREA Index,1061.9
2004-08-31,KRW Curncy,SIMCKREA Index,1032.1
2004-09-30,KRW Curncy,SIMCKREA Index,981.8
2004-10-31,KRW Curncy,SIMCKREA Index,1106.5
2004-11-30,KRW Curncy,SIMCKREA Index,1098.8
2004-12-31,KRW Curncy,SIMCKREA Index,1183.7
2005-01-31,KRW Curncy,SIMCKREA Index,1172.9
2005-02-28,KRW Curncy,SIMCKREA Index,876.9
2005-03-31,KRW Curncy,SIMCKREA Index,1194.3
2005-04-30,KRW Curncy,SIMCKREA Index,1045.1
2005-05-31,KRW Curncy,SIMCKREA Index,1058.2
2005-06-30,KRW Curncy,SIMCKREA Index,1172.0
2005-07-31,KRW Curncy,SIMCKREA Index,1198.5
2005-08-31,KRW Curncy,SIMCKREA Index,1186.5
2005-09-30,KRW Curncy,SIMCKREA Index,1225.5
2005-10-31,KRW Curncy,SIMCKREA Index,1380.9
2005-11-30,KRW Curncy,SIMCKREA Index,1472.8
2005-12-31,KRW Curncy,SIMCKREA Index,1426.3
2006-01-31,KRW Curncy,SIMCKREA Index,1232.7
2006-02-28,KRW Curncy,SIMCKREA Index,1316.9
2006-03-31,KRW Curncy,SIMCKREA Index,1393.9
2006-04-30,KRW Curncy,SIMCKREA Index,1277.4
2006-05-31,KRW Curncy,SIMCKREA Index,1450.1
2006-06-30,KRW Curncy,SIMCKREA Index,1669.8
2006-07-31,KRW Curncy,SIMCKREA Index,1471.7
2006-08-31,KRW Curncy,SIMCKREA Index,1451.6
2006-09-30,KRW Curncy,SIMCKREA Index,1298.5
2006-10-31,KRW Curncy,SIMCKREA Index,1696.1
2006-11-30,KRW Curncy,SIMCKREA Index,1464.3
2006-12-31,KRW Curncy,SIMCKREA Index,1244.1
2007-01-31,KRW Curncy,SIMCKREA Index,1702.5
2007-02-28,KRW Curncy,SIMCKREA Index,1151.2
2007-03-31,KRW Curncy,SIMCKREA Index,1441.8
2007-04-30,KRW Curncy,SIMCKREA Index,1463.1
2007-05-31,KRW Curncy,SIMCKREA Index,1373.6
2007-06-30,KRW Curncy,SIMCKREA Index,1658.8
2007-07-31,KRW Curncy,SIMCKREA Index,1816.2
2007-08-31,KRW Curncy,SIMCKREA Index,1437.8
2007-09-30,KRW Curncy,SIMCKREA Index,1526.2
2007-10-31,KRW Curncy,SIMCKREA Index,1784.2
2007-11-30,KRW Curncy,SIMCKREA Index,2188.9
2007-12-31,KRW Curncy,SIMCKREA Index,1813.7
2008-01-31,KRW Curncy,SIMCKREA Index,2519.8
2008-02-29,KRW Curncy,SIMCKREA Index,1588.5
2008-03-31,KRW Curncy,SIMCKREA Index,2161.4
2008-04-30,KRW Curncy,SIMCKREA Index,2688.6
2008-05-31,KRW Curncy,SIMCKREA Index,2163.6
2008-06-30,KRW Curncy,SIMCKREA Index,2401.7
2008-07-31,KRW Curncy,SIMCKREA Index,2613.8
2008-08-31,KRW Curncy,SIMCKREA Index,2212.9
2008-09-30,KRW Curncy,SIMCKREA Index,2263.3
2008-10-31,KRW Curncy,SIMCKREA Index,1977.7
2008-11-30,KRW Curncy,SIMCKREA Index,1553.7
2008-12-31,KRW Curncy,SIMCKREA Index,1425.6
2009-01-31,KRW Curncy,SIMCKREA Index,1225.5
2009-02-28,KRW Curncy,SIMCKREA Index,1225.9
2009-03-31,KRW Curncy,SIMCKREA Index,1470.8
2009-04-30,KRW Curncy,SIMCKREA Index,1404.6
2009-05-31,KRW Curncy,SIMCKREA Index,1596.6
2009-06-30,KRW Curncy,SIMCKREA Index,1534.0
2009-07-31,KRW Curncy,SIMCKREA Index,2195.6
2009-08-31,KRW Curncy,SIMCKREA Index,1731.8
2009-09-30,KRW Curncy,SIMCKREA Index,2391.2
2009-10-31,KRW Curncy,SIMCKREA Index,1948.6
2009-11-30,KRW Curncy,SIMCKREA Index,1830.0
2009-12-31,KRW Curncy,SIMCKREA Index,1879.5
2010-01-31,KRW Curncy,SIMCKREA Index,2298.0
2010-02-28,KRW Curncy,SIMCKREA Index,1684.1
2010-03-31,KRW Curncy,SIMCKREA Index,1928.6
2010-04-30,KRW Curncy,SIMCKREA Index,2259.6
2010-05-31,KRW Curncy,SIMCKREA Index,1836.8
2010-06-30,KRW Curncy,SIMCKREA Index,2338.2
2010-07-31,KRW Curncy,SIMCKREA Index,1865.2
2010-08-31,KRW Curncy,SIMCKREA Index,1779.9
2010-09-30,KRW Curncy,SIMCKREA Index,1900.4
2010-10-31,KRW Curncy,SIMCKREA Index,2436.9
2010-11-30,KRW Curncy,SIMCKREA Index,2348.8
2010-12-31,KRW Curncy,SIMCKREA Index,2050.2
2011-01-31,KRW Curncy,SIMCKREA Index,2258.3
2011-02-28,KRW Curncy,SIMCKREA Index,1566.6
2011-03-31,KRW Curncy,SIMCKREA Index,2333.9
2011-04-30,KRW Curncy,SIMCKREA Index,2006.2
2011-05-31,KRW Curncy,SIMCKREA Index,2600.8
