"","date","SNEER","KRW","MYR","CNY","THB","IDR","TWD","INR","JPY","EUR","AUD","GBP","SGD"
"2003-09-19",2003-09-19,97.39,1167.9,3.8,8.2773,40.377,8470,34.058,45.93,113.99,1.1371,0.6727,1.6372,1.7425
"2003-09-26",2003-09-26,97.47,1150.5,3.8,8.2773,40.125,8438,33.778,45.865,111.73,1.1464,0.6738,1.6592,1.7325
"2003-10-03",2003-10-03,97.39,1150.05,3.8,8.277,39.58,8370,33.8,45.38,110.93,1.158,0.6792,1.6638,1.7274
"2003-10-10",2003-10-10,97.22,1145.75,3.8,8.277,39.06,8380,33.646,45.37,108.66,1.1798,0.6917,1.6637,1.7221
"2003-10-17",2003-10-17,96.78,1172.25,3.8,8.2766,39.92,8440,33.92,45.305,109.38,1.168,0.6926,1.6786,1.7376
"2003-10-24",2003-10-24,96.48,1185.65,3.8,8.2768,39.872,8497,33.885,45.315,109.25,1.1781,0.6993,1.6953,1.7416
"2003-10-31",2003-10-31,96.54,1183.63,3.8,8.2766,39.92,8497,33.978,45.32,109.94,1.1593,0.7086,1.6957,1.7381
"2003-11-07",2003-11-07,96.61,1179,3.8,8.277,39.93,8489,34.012,45.3,109.39,1.1525,0.7095,1.6762,1.7387
"2003-11-14",2003-11-14,97,1171.6,3.8,8.277,39.895,8495,33.955,45.42,108.35,1.1779,0.7208,1.688,1.7198
"2003-11-21",2003-11-21,97.46,1195.5,3.8,8.277,39.885,8500,34.045,45.75,108.77,1.1914,0.7237,1.7045,1.7213
"2003-11-28",2003-11-28,97.31,1202.05,3.8,8.277,39.91,8505,34.208,45.77,109.63,1.1996,0.7243,1.7222,1.724
"2003-12-05",2003-12-05,97.25,1190.5,3.8,8.2769,39.9,8495,34.104,45.595,107.69,1.2171,0.7368,1.7296,1.7162
"2003-12-12",2003-12-12,97.36,1185.05,3.8,8.2771,39.65,8475,34.028,45.525,107.78,1.2277,0.7418,1.7459,1.7101
"2003-12-19",2003-12-19,97.46,1190.65,3.8,8.277,39.63,8493,34.045,45.45,107.82,1.2374,0.736,1.7652,1.709
"2003-12-26",2003-12-26,97.46,1199.85,3.8,8.2768,39.58,8495,34.052,45.45,107.46,1.2429,0.7419,1.7711,1.7055
"2004-01-02",2004-01-02,97.54,1195.05,3.8,8.2769,39.56,8450,33.975,45.64,107.06,1.2585,0.7581,1.7935,1.7007
"2004-01-09",2004-01-09,97.27,1181.6,3.8,8.277,38.985,8325,33.7,45.435,106.8,1.2818,0.7768,1.8477,1.6921
"2004-01-16",2004-01-16,97.26,1186.1,3.8,8.2767,39.055,8363,33.685,45.405,106.63,1.2394,0.7638,1.7986,1.7026
"2004-01-23",2004-01-23,96.98,1184.8,3.8,8.2773,39.155,8423,33.623,45.355,106.75,1.2582,0.7712,1.8261,1.6954
"2004-01-30",2004-01-30,97.35,1173.5,3.8,8.2768,39.255,8457,33.39,45.265,105.71,1.2478,0.7642,1.8238,1.6932
"2004-02-06",2004-02-06,97.47,1167.75,3.8,8.2773,39.048,8450,33.23,45.285,105.49,1.2706,0.7708,1.8477,1.6852
"2004-02-13",2004-02-13,98.08,1156.5,3.8,8.277,38.925,8415,33.13,45.235,105.46,1.2735,0.7899,1.8853,1.6754
"2004-02-20",2004-02-20,97.92,1167.13,3.8,8.2772,39.21,8455,33.13,45.2562,109.04,1.2537,0.771,1.8615,1.6955
"2004-02-27",2004-02-27,97.55,1176.53,3.8,8.2769,39.29,8453,33.365,45.235,109.11,1.2493,0.7738,1.8685,1.697
"2004-03-05",2004-03-05,97.26,1172.9,3.8,8.2772,39.475,8570,33.411,45.27,112.04,1.2366,0.7595,1.8461,1.7134
"2004-03-12",2004-03-12,97.36,1180.5,3.8,8.2771,39.41,8663,33.42,45.26,110.79,1.2215,0.7336,1.8036,1.7135
"2004-03-19",2004-03-19,97.83,1158.3,3.8,8.2773,39.435,8570,33.18,45.1701,106.67,1.229,0.7491,1.8335,1.6918
"2004-03-26",2004-03-26,98.16,1157.78,3.8,8.277,39.525,8620,33.185,44.48,106.01,1.2132,0.7466,1.8158,1.6928
"2004-04-02",2004-04-02,98.49,1141.68,3.8,8.277,39.165,8573,32.975,43.735,104.51,1.2136,0.7577,1.8295,1.6758
"2004-04-09",2004-04-09,98.61,1143.95,3.8,8.2769,39.095,8586,32.83,43.635,106.45,1.2093,0.7635,1.8344,1.6787
"2004-04-16",2004-04-16,99.24,1160.15,3.8,8.2769,39.41,8620,32.975,43.88,107.82,1.1993,0.7439,1.7981,1.6762
"2004-04-23",2004-04-23,98.76,1158.45,3.8,8.2769,39.62,8621,33.093,44.03,108.97,1.1843,0.7338,1.7714,1.6936
"2004-04-30",2004-04-30,98.38,1173.35,3.8,8.2771,40.055,8705,33.369,44.5,110.52,1.198,0.7207,1.7781,1.7034
"2004-05-07",2004-05-07,98.7,1171.25,3.8,8.2771,40.175,8733,33.314,44.66,112.21,1.1884,0.7034,1.7866,1.7038
"2004-05-14",2004-05-14,98.19,1186.95,3.8,8.2772,40.87,9033,33.663,45.63,114.25,1.1888,0.6913,1.7608,1.7239
"2004-05-21",2004-05-21,98.16,1175.25,3.8,8.2771,40.775,9055,33.549,45.285,112.36,1.198,0.6978,1.7873,1.714
"2004-05-28",2004-05-28,98.43,1164.9,3.8,8.2769,40.57,9265,33.449,45.475,110.21,1.2223,0.7145,1.833,1.6993
"2004-06-04",2004-06-04,98.56,1163.75,3.8,8.2768,40.71,9440,33.582,45.115,111.19,1.2283,0.6958,1.8405,1.7098
"2004-06-11",2004-06-11,98.28,1163.95,3.8,8.2767,40.725,9370,33.605,45.155,110.06,1.2006,0.6929,1.8194,1.717
"2004-06-18",2004-06-18,98.12,1160.05,3.8,8.2765,40.945,9390,33.785,45.67,108.86,1.2137,0.6888,1.8382,1.7165
"2004-06-25",2004-06-25,98,1149,3.8,8.2767,40.855,9415,33.679,45.8325,107.57,1.2178,0.7006,1.8268,1.7082
"2004-07-02",2004-07-02,98,1155.05,3.8,8.2766,40.695,9145,33.724,45.88,108.32,1.2316,0.7133,1.8306,1.7114
"2004-07-09",2004-07-09,97.75,1149.25,3.8,8.2769,40.745,8910,33.719,45.665,108.2,1.2415,0.7222,1.8594,1.7021
"2004-07-16",2004-07-16,98.08,1164.6,3.8,8.2765,40.805,8905,33.877,45.955,108.71,1.2452,0.7323,1.8731,1.7003
"2004-07-23",2004-07-23,97.89,1166.25,3.8,8.2765,41.07,9075,34.065,46.3225,110.19,1.2093,0.7094,1.8317,1.7246
"2004-07-30",2004-07-30,97.77,1170.1,3.8,8.277,41.32,9130,34.136,46.47,111.36,1.2019,0.7027,1.8199,1.719
"2004-08-06",2004-08-06,97.94,1162.2,3.8,8.277,41.355,9170,34.156,46.3675,110.48,1.2279,0.7134,1.8411,1.7172
"2004-08-13",2004-08-13,98.09,1161.7,3.8,8.2768,41.535,9240,34.192,46.3,110.7,1.2374,0.7169,1.8431,1.7134
"2004-08-20",2004-08-20,98.05,1154.35,3.8,8.2767,41.46,9227,34.046,46.26,109.12,1.2321,0.724,1.8201,1.708
"2004-08-27",2004-08-27,98.35,1152.75,3.8,8.2765,41.6,9312,34.065,46.305,109.69,1.2011,0.7029,1.7904,1.7114
"2004-09-03",2004-09-03,98.59,1150.1,3.8,8.2766,41.575,9262,33.907,46.295,110.48,1.2058,0.6914,1.7766,1.7035
"2004-09-10",2004-09-10,99,1145.85,3.8,8.2766,41.535,9277,33.925,46.2725,109.67,1.2262,0.6954,1.7966,1.6978
"2004-09-17",2004-09-17,99.29,1146.55,3.8,8.2765,41.285,9036,33.868,45.875,109.83,1.2187,0.6979,1.7932,1.6901
"2004-09-24",2004-09-24,99.28,1149,3.8,8.2765,41.375,9113,33.985,45.91,110.63,1.2276,0.7146,1.8058,1.6909
"2004-10-01",2004-10-01,99.32,1148.9,3.8,8.2765,41.355,9137,33.94,45.9,110.54,1.2417,0.7263,1.7984,1.6818
"2004-10-08",2004-10-08,99.51,1148,3.8,8.2767,41.325,9084,33.845,45.815,109.53,1.2409,0.7349,1.795,1.6817
"2004-10-15",2004-10-15,99.57,1145.45,3.8,8.2765,41.435,9085,33.866,45.86,109.33,1.2469,0.7312,1.8042,1.6787
"2004-10-22",2004-10-22,99.77,1140.6,3.8,8.2765,41.285,9080,33.796,45.69,107.26,1.2683,0.7403,1.8281,1.6666
"2004-10-29",2004-10-29,99.84,1119.35,3.8,8.2766,41.045,9088,33.435,45.3875,105.81,1.2798,0.7484,1.8373,1.6637
"2004-11-05",2004-11-05,99.71,1110.55,3.8,8.2764,40.895,9065,33.075,45.175,105.58,1.2964,0.7628,1.8552,1.6557
"2004-11-12",2004-11-12,99.88,1100.15,3.8,8.2765,40.318,8990,32.99,45.155,105.57,1.2974,0.7694,1.8564,1.6535
"2004-11-19",2004-11-19,99.68,1068.75,3.8,8.2764,39.935,8995,32.504,45.095,103.1,1.3023,0.7838,1.8574,1.6461
"2004-11-26",2004-11-26,99.55,1046.5,3.8,8.2765,39.425,8995,32.165,45.0375,102.59,1.3297,0.7907,1.8941,1.6361
"2004-12-03",2004-12-03,99.59,1044.9,3.8,8.2766,39.09,9040,32.175,44.135,102.09,1.3454,0.7817,1.9439,1.6332
"2004-12-10",2004-12-10,99.4,1067.4,3.8,8.2764,39.728,9248,32.47,44.73,105.23,1.3226,0.7514,1.9148,1.6543
"2004-12-17",2004-12-17,99.54,1060.05,3.8,8.2765,39.178,9295,32.36,43.945,104.19,1.3307,0.7623,1.9418,1.6454
"2004-12-24",2004-12-24,99.55,1047.95,3.8,8.2765,38.978,9270,32.181,43.785,103.68,1.3531,0.7689,1.9235,1.6403
"2004-12-31",2004-12-31,99.64,1035.1,3.8,8.2765,38.915,9270,31.74,43.46,102.63,1.3554,0.7803,1.9182,1.6318
"2005-01-07",2005-01-07,99.48,1051.2,3.8,8.2765,39.165,9282,32.02,43.82,104.76,1.3054,0.7575,1.8712,1.6481
"2005-01-14",2005-01-14,99.8,1042.85,3.8,8.2765,38.69,9156,31.915,43.7475,102.05,1.3112,0.7591,1.8705,1.6393
"2005-01-21",2005-01-21,99.88,1038,3.8,8.2764,38.558,9146,31.863,43.81,102.7,1.3039,0.7694,1.8771,1.6334
"2005-01-28",2005-01-28,99.86,1023.8,3.8,8.2765,38.448,9148,31.802,43.725,103.28,1.3038,0.775,1.8881,1.6353
"2005-02-04",2005-02-04,99.78,1026.95,3.8,8.2765,38.328,9185,31.623,43.475,104.09,1.2869,0.7704,1.8758,1.6345
"2005-02-11",2005-02-11,99.43,1033.25,3.8,8.2765,38.548,9280,31.68,43.825,105.72,1.2866,0.7861,1.8686,1.6498
"2005-02-18",2005-02-18,99.61,1024.05,3.8,8.2765,38.558,9250,31.542,43.8488,105.65,1.3072,0.7884,1.8943,1.6391
"2005-02-25",2005-02-25,99.88,1008.03,3.8,8.2765,38.36,9264,31.165,43.7,105.23,1.3245,0.7865,1.9194,1.6311
"2005-03-04",2005-03-04,100.08,1008.3,3.8,8.2765,38.395,9350,30.95,43.73,104.78,1.3237,0.7908,1.9227,1.6256
"2005-03-11",2005-03-11,100.2,999.85,3.8,8.2765,38.253,9360,30.82,43.565,104,1.3458,0.7931,1.9265,1.6191
"2005-03-18",2005-03-18,100.19,1004.45,3.8,8.2764,38.518,9355,31.152,43.655,104.75,1.3326,0.795,1.922,1.6248
"2005-03-25",2005-03-25,99.77,1014.3,3.8,8.2765,38.998,9418,31.496,43.7562,106.39,1.2959,0.7715,1.871,1.6437
"2005-04-01",2005-04-01,99.51,1012,3.8,8.2765,39.228,9460,31.393,43.75,107.56,1.2914,0.7713,1.8823,1.6574
"2005-04-08",2005-04-08,99.14,1015.15,3.8,8.2764,39.598,9495,31.609,43.7663,108.24,1.2932,0.7718,1.8856,1.6529
"2005-04-15",2005-04-15,99.54,1022,3.8,8.2765,39.705,9533,31.696,43.83,107.8,1.2924,0.7683,1.8927,1.656
"2005-04-22",2005-04-22,99.46,1004,3.8,8.2764,39.448,9680,31.5,43.735,106.01,1.3065,0.7813,1.9145,1.6473
"2005-04-29",2005-04-29,99.63,997.1,3.8,8.2764,39.445,9570,31.271,43.535,104.75,1.2873,0.7813,1.9088,1.6376
"2005-05-06",2005-05-06,99.96,997.5,3.8,8.2765,39.448,9495,31.15,43.435,105.06,1.2819,0.7753,1.8903,1.6399
"2005-05-13",2005-05-13,99.59,1000.5,3.8,8.2765,39.63,9475,31.313,43.43,107.32,1.2633,0.7615,1.8506,1.658
"2005-05-20",2005-05-20,99.51,1008,3.8,8.2764,40.015,9450,31.475,43.4563,108.16,1.2559,0.7561,1.8271,1.6588
"2005-05-27",2005-05-27,99.6,1002.5,3.8,8.2764,40.32,9486,31.358,43.5363,107.92,1.2586,0.7632,1.8243,1.66
"2005-06-03",2005-06-03,99.36,1007.5,3.8,8.2764,40.735,9588,31.27,43.615,107.7,1.2236,0.7564,1.8154,1.6689
"2005-06-10",2005-06-10,99.47,1009.5,3.8,8.2765,40.695,9620,31.33,43.51,108.67,1.2119,0.7613,1.8126,1.6716
"2005-06-17",2005-06-17,99.25,1009,3.8,8.2765,41.05,9598,31.319,43.515,108.58,1.2286,0.778,1.8309,1.6689
"2005-06-24",2005-06-24,99.32,1013.9,3.8,8.2765,41.105,9648,31.385,43.515,109.05,1.2092,0.7695,1.8245,1.6748
"2005-07-01",2005-07-01,99.08,1033.5,3.8,8.2764,41.405,9796,31.685,43.55,111.78,1.1959,0.7519,1.7675,1.6938
"2005-07-08",2005-07-08,98.91,1054,3.8,8.2765,42.025,9805,32.08,43.59,112.23,1.1967,0.7419,1.7382,1.7006
"2005-07-15",2005-07-15,99.11,1038.5,3.8,8.2763,41.785,9782,31.942,43.52,112.16,1.2035,0.7494,1.752,1.687
"2005-07-22",2005-07-22,99.52,1020,3.78,8.1111,41.375,9795,31.628,43.485,111.34,1.2065,0.7634,1.7389,1.6596
"2005-07-29",2005-07-29,100.16,1026.95,3.7505,8.1056,41.655,9805,31.84,43.48,112.5,1.2123,0.7566,1.7579,1.6631
"2005-08-05",2005-08-05,100.38,1013.95,3.7515,8.1037,41.145,9755,31.88,43.4838,111.93,1.2359,0.7682,1.7793,1.6536
"2005-08-12",2005-08-12,100.37,1014.5,3.7508,8.098,40.855,9795,31.89,43.5388,109.38,1.2441,0.7719,1.8147,1.6523
"2005-08-19",2005-08-19,99.94,1025.55,3.7665,8.1047,41.24,9987,32.19,43.5825,110.46,1.2153,0.7515,1.795,1.6714
"2005-08-26",2005-08-26,99.7,1028.7,3.7653,8.0965,41.04,10385,32.31,43.6975,110.2,1.2289,0.7561,1.8002,1.6741
"2005-09-02",2005-09-02,99.32,1026.5,3.7605,8.0935,41.02,10345,32.527,43.87,109.82,1.2531,0.7651,1.8418,1.6726
"2005-09-09",2005-09-09,99.15,1025.35,3.77,8.0956,40.94,10215,32.655,43.8425,109.68,1.241,0.7751,1.8391,1.6741
"2005-09-16",2005-09-16,99.12,1030,3.7695,8.0871,41.045,10150,32.937,43.8763,111.35,1.2237,0.7676,1.8082,1.6817
"2005-09-23",2005-09-23,99.26,1036.98,3.7685,8.091,41.13,10223,33.175,43.9088,112.5,1.204,0.7572,1.7755,1.6849
"2005-09-30",2005-09-30,99.18,1042.4,3.769,8.092,41.05,10300,33.188,44.015,113.51,1.2026,0.762,1.7643,1.692
"2005-10-07",2005-10-07,99.16,1037.5,3.7695,8.092,40.844,10048,33.231,44.395,113.82,1.213,0.757,1.7617,1.6836
"2005-10-14",2005-10-14,99.29,1042.8,3.7738,8.0896,40.84,10113,33.453,44.8463,114.09,1.2075,0.7523,1.7684,1.6877
"2005-10-21",2005-10-21,99.22,1058.5,3.774,8.0885,40.94,10100,33.641,45.075,115.91,1.1954,0.749,1.7685,1.6958
"2005-10-28",2005-10-28,99.25,1043.35,3.7747,8.084,40.8,10040,33.603,45.0825,115.67,1.2069,0.7493,1.7739,1.6902
"2005-11-04",2005-11-04,99.18,1047.5,3.7765,8.0856,41.05,10070,33.655,45.54,118.34,1.1813,0.7332,1.7497,1.7017
"2005-11-11",2005-11-11,99.25,1041.3,3.7787,8.0856,41.07,9987,33.47,45.685,118.02,1.1734,0.733,1.7424,1.7015
"2005-11-18",2005-11-18,99.3,1036.35,3.7795,8.0832,41.183,10078,33.633,45.75,119.11,1.1775,0.7333,1.7179,1.6995
"2005-11-25",2005-11-25,99.65,1041.5,3.78,8.0815,41.24,10060,33.551,45.825,119.63,1.1725,0.7358,1.7142,1.6932
"2005-12-02",2005-12-02,99.83,1038,3.779,8.0806,41.375,9995,33.528,46.17,120.59,1.1718,0.748,1.7328,1.6887
"2005-12-09",2005-12-09,100.12,1033.85,3.77,8.0765,41.25,9685,33.506,46.215,120.66,1.1812,0.7505,1.7548,1.6826
"2005-12-16",2005-12-16,100.31,1016.35,3.77,8.0735,40.923,9880,33.164,45.32,115.68,1.2013,0.7437,1.7728,1.666
"2005-12-23",2005-12-23,100.73,1013.6,3.7795,8.0762,40.92,9860,33.174,45.1675,116.26,1.1869,0.729,1.7334,1.6662
"2005-12-30",2005-12-30,100.94,1010,3.7795,8.0702,41.025,9830,32.825,45.05,117.75,1.1849,0.7328,1.723,1.663
"2006-01-06",2006-01-06,101.1,987.9,3.7525,8.0668,39.765,9550,32.194,44.585,114.44,1.2151,0.7541,1.7706,1.638
"2006-01-13",2006-01-13,101.49,987.65,3.74,8.0683,39.6,9355,31.99,44.24,114.18,1.2142,0.7552,1.777,1.6274
"2006-01-20",2006-01-20,101.6,986.7,3.745,8.0601,39.187,9435,32.125,44.25,115.29,1.2135,0.748,1.7708,1.6279
"2006-01-27",2006-01-27,101.91,970.8,3.7505,8.0616,39.02,9389,31.98,44.145,117.33,1.2094,0.7494,1.7674,1.6278
"2006-02-03",2006-02-03,101.62,970.15,3.7465,8.0616,39.36,9300,32.089,44.1975,118.95,1.2024,0.7489,1.763,1.6352
"2006-02-10",2006-02-10,101.81,967.8,3.724,8.0505,39.255,9233,32.261,44.2,117.86,1.1904,0.7377,1.7443,1.6269
"2006-02-17",2006-02-17,101.75,972.8,3.7203,8.0483,39.26,9230,32.386,44.4675,118.06,1.194,0.7395,1.7421,1.6328
"2006-02-24",2006-02-24,101.92,966.4,3.7145,8.0424,39.39,9293,32.487,44.44,116.9,1.1876,0.7395,1.7456,1.6237
"2006-03-03",2006-03-03,102.05,971.35,3.7055,8.0367,38.87,9185,32.398,44.3388,116.38,1.2045,0.7454,1.7557,1.6192
"2006-03-10",2006-03-10,101.79,980.1,3.717,8.0505,39.13,9240,32.511,44.495,119.01,1.191,0.7318,1.726,1.6279
"2006-03-17",2006-03-17,102.05,971.25,3.7045,8.0316,38.8,9135,32.428,44.4525,115.92,1.219,0.7274,1.7565,1.6162
"2006-03-24",2006-03-24,102.21,979.5,3.6965,8.03,39.005,9122,32.668,44.655,117.46,1.2036,0.7087,1.7424,1.6204
"2006-03-31",2006-03-31,102.16,971.65,3.6831,8.0172,38.875,9070,32.458,44.6225,117.78,1.2118,0.7165,1.7372,1.6157
"2006-04-07",2006-04-07,102.28,953.3,3.668,8.0111,38.215,8983,32.326,44.6875,118.3,1.2093,0.7262,1.7422,1.6072
"2006-04-14",2006-04-14,102.29,958.35,3.672,8.0184,38.093,8988,32.479,44.6875,118.69,1.211,0.7279,1.751,1.6082
"2006-04-21",2006-04-21,102.54,948.5,3.6588,8.017,37.828,8884,32.306,45.145,116.59,1.2341,0.7443,1.7822,1.5954
"2006-04-28",2006-04-28,102.61,943.2,3.625,8.014,37.53,8785,31.905,44.88,113.83,1.2635,0.7596,1.8259,1.5811
"2006-05-05",2006-05-05,102.64,939.6,3.606,8.014,37.81,8780,31.64,44.86,112.58,1.2726,0.7725,1.8594,1.5713
"2006-05-12",2006-05-12,102.75,932.85,3.5805,8.0061,37.895,8765,31.39,44.9,110.03,1.2928,0.7729,1.8946,1.5667
"2006-05-19",2006-05-19,102.49,946.25,3.616,8.022,38.145,9198,31.937,45.565,111.69,1.2778,0.7582,1.8797,1.5843
"2006-05-26",2006-05-26,102.76,945.5,3.6425,8.025,38.43,9260,32.035,45.8863,112.67,1.2738,0.7576,1.8593,1.5802
"2006-06-02",2006-06-02,102.99,948,3.6425,8.023,38.15,9258,32.07,45.9025,111.74,1.2918,0.7521,1.8819,1.5734
"2006-06-09",2006-06-09,102.95,954.5,3.667,8.0112,38.405,9395,32.439,45.96,113.98,1.2639,0.7481,1.8405,1.5939
"2006-06-16",2006-06-16,102.92,955.75,3.642,8.002,38.475,9293,32.479,45.84,115.2,1.2642,0.7381,1.8507,1.5959
"2006-06-23",2006-06-23,102.96,956.05,3.6825,8.0002,38.45,9403,32.75,46.12,116.54,1.2506,0.7317,1.8173,1.5995
"2006-06-30",2006-06-30,102.96,948.7,3.6745,7.9943,38.12,9263,32.378,46.04,114.44,1.2791,0.7421,1.8483,1.5828
"2006-07-07",2006-07-07,103.07,947.9,3.6485,7.9859,37.895,9065,32.381,46.0675,114.02,1.281,0.7514,1.8506,1.5749
"2006-07-14",2006-07-14,103.24,953.85,3.671,7.998,38.06,9175,32.668,46.3688,116.11,1.2652,0.7532,1.8386,1.5893
"2006-07-21",2006-07-21,103.23,948.9,3.679,8.0018,37.925,9146,32.74,46.73,116.17,1.2695,0.7524,1.8583,1.5832
"2006-07-28",2006-07-28,103.29,953.9,3.6665,7.971,37.88,9095,32.782,46.55,114.65,1.2759,0.7675,1.8636,1.5782
"2006-08-04",2006-08-04,103.28,964.75,3.6755,7.9784,37.79,9085,32.866,46.5,114.44,1.2874,0.7655,1.9079,1.5731
"2006-08-11",2006-08-11,103.45,961.85,3.6755,7.976,37.38,9074,32.657,46.47,116.31,1.2721,0.7665,1.8898,1.5783
"2006-08-18",2006-08-18,103.44,958.6,3.6705,7.9745,37.533,9069,32.66,46.39,115.79,1.2824,0.7594,1.8813,1.574
"2006-08-25",2006-08-25,103.58,961.95,3.68,7.9759,37.695,9135,32.886,46.42,117.29,1.2752,0.7572,1.8871,1.5804
"2006-09-01",2006-09-01,103.7,960.55,3.667,7.9532,37.49,9096,32.877,46.39,117.09,1.2834,0.7671,1.9051,1.5721
"2006-09-08",2006-09-08,103.75,956.35,3.6615,7.9485,37.45,9127,32.889,46.07,116.94,1.2673,0.7541,1.8652,1.5734
"2006-09-15",2006-09-15,103.54,956.35,3.671,7.943,37.285,9120,32.934,46.0456,117.56,1.2665,0.753,1.8814,1.5824
"2006-09-22",2006-09-22,103.01,946.9,3.6755,7.9195,37.323,9190,32.95,45.9,116.56,1.2784,0.7501,1.9002,1.5837
"2006-09-29",2006-09-29,102.98,946.25,3.688,7.904,37.569,9223,33.098,45.8675,118.18,1.2674,0.7461,1.8721,1.588
"2006-10-06",2006-10-06,103.22,949.2,3.6875,7.904,37.654,9208,33.117,45.43,119.02,1.2601,0.7427,1.8703,1.5888
"2006-10-13",2006-10-13,103.35,954.15,3.6803,7.9015,37.435,9207,33.14,45.42,119.63,1.2513,0.7511,1.8557,1.5872
"2006-10-20",2006-10-20,103.74,957.35,3.676,7.9013,37.276,9160,33.204,45.3131,118.75,1.2618,0.7586,1.8834,1.5737
"2006-10-27",2006-10-27,103.97,947.35,3.6515,7.889,36.709,9093,33.283,45.1962,117.61,1.2741,0.7683,1.8989,1.5598
"2006-11-03",2006-11-03,104.02,937.3,3.6465,7.8714,36.733,9115,32.915,44.8325,118.01,1.2718,0.7701,1.9012,1.563
"2006-11-10",2006-11-10,103.89,934.05,3.64,7.8654,36.606,9110,32.812,44.7125,117.63,1.284,0.767,1.9106,1.5555
"2006-11-17",2006-11-17,104.16,938.85,3.6535,7.8716,36.625,9166,32.93,44.9288,117.76,1.2828,0.769,1.8945,1.5578
"2006-11-24",2006-11-24,104.16,932.1,3.6355,7.8529,36.523,9158,32.83,44.69,115.9,1.3094,0.7787,1.9322,1.5502
"2006-12-01",2006-12-01,104.01,928.55,3.5925,7.828,35.815,9153,32.364,44.6625,115.45,1.3337,0.7889,1.9813,1.5428
"2006-12-08",2006-12-08,103.75,920.35,3.548,7.8234,35.589,9076,32.388,44.74,116.33,1.3202,0.7856,1.9548,1.546
"2006-12-15",2006-12-15,103.91,923.1,3.5505,7.831,35.215,9082,32.584,44.6913,118.18,1.308,0.7815,1.9523,1.5421
"2006-12-22",2006-12-22,104.09,928.35,3.5365,7.8185,36.2,9078,32.557,44.5637,118.87,1.3128,0.7835,1.9581,1.541
"2006-12-29",2006-12-29,104.4,928.35,3.527,7.8045,35.45,8995,32.589,44.27,119.06,1.3197,0.7885,1.9588,1.5378
"2007-01-05",2007-01-05,104.41,934.15,3.512,7.8047,35.819,8999,32.608,44.29,118.63,1.3002,0.7787,1.9292,1.5369
"2007-01-12",2007-01-12,104.43,940.05,3.515,7.7972,35.9,9153,32.755,44.4275,120.33,1.2923,0.7837,1.9592,1.5432
"2007-01-19",2007-01-19,104.45,936.3,3.5016,7.7727,35.205,9074,32.809,44.27,121.24,1.2957,0.7899,1.9738,1.5379
"2007-01-26",2007-01-26,104.5,940.6,3.5005,7.7737,33.925,9120,32.935,44.34,121.54,1.2916,0.7735,1.9593,1.5386
"2007-02-02",2007-02-02,104.63,937.2,3.4997,7.7537,35.835,9072,32.915,44.12,121.14,1.2961,0.775,1.966,1.5354
"2007-02-09",2007-02-09,104.7,934.6,3.4942,7.7499,35.785,9050,32.968,44.13,121.71,1.3008,0.7764,1.9491,1.5333
"2007-02-16",2007-02-16,104.44,936.5,3.4925,7.7499,35.73,9049,32.99,44.04,119.43,1.3138,0.7871,1.9496,1.5314
"2007-02-23",2007-02-23,104.55,938.05,3.4935,7.7426,35.69,9087,32.99,44.2162,121.08,1.3166,0.7917,1.9634,1.5305
"2007-03-02",2007-03-02,104.77,943.05,3.5071,7.7476,35.45,9180,32.917,44.29,116.8,1.3192,0.7822,1.9435,1.5265
"2007-03-09",2007-03-09,104.84,945.85,3.5041,7.7461,35.225,9177,32.966,44.2325,118.34,1.3116,0.7801,1.932,1.527
"2007-03-16",2007-03-16,104.56,944.75,3.5085,7.7461,34.935,9222,33.101,44.1069,116.75,1.3318,0.796,1.9424,1.5254
"2007-03-23",2007-03-23,104.69,937.4,3.4575,7.729,34.995,9125,33.042,43.5712,118.12,1.3283,0.805,1.9614,1.5171
"2007-03-30",2007-03-30,104.88,940.8,3.4581,7.7315,35.005,9136,33.093,43.475,117.83,1.3354,0.8086,1.9678,1.5166
"2007-04-06",2007-04-06,104.91,931.8,3.449,7.7248,34.92,9136,33.084,43.475,119.26,1.3379,0.8164,1.9655,1.5145
"2007-04-13",2007-04-13,104.75,929.2,3.442,7.7248,34.97,9099,33.105,42.5137,119.27,1.3527,0.8334,1.9863,1.5166
"2007-04-20",2007-04-20,104.68,927.45,3.4203,7.7181,34.8,9088,33.168,41.78,118.69,1.359,0.8375,2.0023,1.5102
"2007-04-27",2007-04-27,104.45,929.15,3.4208,7.7202,34.805,9078,33.27,41.0562,119.63,1.3652,0.8299,1.9977,1.5159
"2007-05-04",2007-05-04,103.99,927.62,3.4205,7.7035,34.75,8981,33.283,40.8675,120.19,1.3591,0.8215,1.9922,1.5174
"2007-05-11",2007-05-11,104.17,926.78,3.41,7.683,34.545,8850,33.303,41.2587,120.2,1.3524,0.8314,1.9814,1.518
"2007-05-18",2007-05-18,103.83,934.05,3.4002,7.6685,34.54,8813,33.384,40.74,121.12,1.3509,0.823,1.9747,1.5246
"2007-05-25",2007-05-25,103.31,928.2,3.3915,7.6523,34.595,8730,33.263,40.5788,121.79,1.3442,0.818,1.9836,1.5275
"2007-06-01",2007-06-01,103.3,928.3,3.4007,7.6474,34.585,8730,33.025,40.5375,122.1,1.3449,0.8331,1.9824,1.5311
"2007-06-08",2007-06-08,103.09,931,3.4655,7.6568,34.625,9075,32.99,41.1275,121.73,1.3373,0.8449,1.9701,1.54
